HomeTeam,AwayTeam,FTHG,FTAG,FTR
Santos,Barueri,3,3,D
Santo Andre,Athletico-PR,1,0,H
Flamengo,Palmeiras,1,2,A
Internacional,Fluminense,4,2,H
Atletico-MG,Sao Paulo,2,0,H
Corinthians,Sport,4,3,H
Nautico,Vitoria,1,1,D
Fluminense,Goias,1,4,A
Palmeiras,Santo Andre,1,0,H
Gremio,Internacional,2,1,H
Sao Paulo,Santos,2,1,H
Athletico-PR,Coritiba,0,0,D
Cruzeiro,Corinthians,1,2,A
Vitoria,Atletico-MG,0,0,D
Barueri,Nautico,4,0,H
Sport,Avai,1,3,A
Flamengo,Botafogo-RJ,2,2,D
Flamengo,Barueri,1,1,D
Santo Andre,Cruzeiro,0,2,A
Avai,Gremio,1,0,H
Santos,Athletico-PR,1,0,H
Goias,Palmeiras,2,1,H
Internacional,Sao Paulo,2,2,D
Nautico,Botafogo-RJ,2,2,D
Atletico-MG,Fluminense,2,1,H
Coritiba,Sport,1,1,D
Corinthians,Vitoria,2,1,H
Gremio,Santo Andre,3,2,H
Athletico-PR,Avai,1,3,A
Botafogo-RJ,Internacional,3,2,H
Santos,Flamengo,1,2,A
Corinthians,Palmeiras,0,3,A
Atletico-MG,Goias,0,1,A
Sport,Nautico,3,3,D
Fluminense,Cruzeiro,1,1,D
Vitoria,Coritiba,1,0,H
Barueri,Sao Paulo,1,2,A
Nautico,Santos,1,2,A
Coritiba,Botafogo-RJ,2,2,D
Goias,Athletico-PR,3,0,H
Internacional,Barueri,3,2,H
Cruzeiro,Sport,1,0,H
Santo Andre,Corinthians,1,1,D
Palmeiras,Fluminense,1,0,H
Avai,Vitoria,4,0,H
Flamengo,Atletico-MG,3,1,H
Sao Paulo,Gremio,2,1,H
Sport,Palmeiras,0,1,A
Botafogo-RJ,Barueri,2,1,H
Flamengo,Nautico,1,1,D
Corinthians,Avai,0,0,D
Vitoria,Sao Paulo,0,1,A
Athletico-PR,Fluminense,1,0,H
Atletico-MG,Coritiba,3,2,H
Santo Andre,Goias,1,2,A
Gremio,Cruzeiro,4,1,H
Cruzeiro,Athletico-PR,0,2,A
Avai,Santo Andre,1,0,H
Sao Paulo,Botafogo-RJ,3,1,H
Nautico,Corinthians,1,0,H
Coritiba,Santos,0,1,A
Goias,Flamengo,3,2,H
Palmeiras,Gremio,1,1,D
Fluminense,Sport,5,1,H
Barueri,Vitoria,4,0,H
Santos,Avai,2,2,D
Nautico,Santo Andre,2,1,H
Botafogo-RJ,Athletico-PR,0,1,A
Flamengo,Corinthians,1,0,H
Vitoria,Fluminense,2,2,D
Coritiba,Cruzeiro,1,3,A
Sao Paulo,Goias,3,1,H
Barueri,Gremio,1,0,H
Internacional,Sport,3,0,H
Atletico-MG,Palmeiras,1,1,D
Avai,Nautico,2,1,H
Santo Andre,Internacional,0,2,A
Palmeiras,Botafogo-RJ,1,1,D
Fluminense,Coritiba,1,3,A
Gremio,Flamengo,4,1,H
Corinthians,Atletico-MG,2,0,H
Sport,Sao Paulo,1,2,A
Goias,Vitoria,3,2,H
Athletico-PR,Barueri,3,0,H
Cruzeiro,Santos,0,0,D
Santos,Gremio,1,0,H
Vitoria,Athletico-PR,2,1,H
Botafogo-RJ,Santo Andre,1,2,A
Barueri,Sport,2,1,H
Sao Paulo,Fluminense,1,0,H
Coritiba,Palmeiras,1,0,H
Internacional,Corinthians,1,2,A
Flamengo,Cruzeiro,1,2,A
Nautico,Goias,2,0,H
Atletico-MG,Avai,2,2,D
Palmeiras,Internacional,2,1,H
Santo Andre,Coritiba,1,0,H
Sport,Vitoria,2,0,H
Corinthians,Botafogo-RJ,3,3,D
Athletico-PR,Sao Paulo,1,0,H
Gremio,Atletico-MG,4,1,H
Fluminense,Barueri,0,0,D
Goias,Santos,2,1,H
Cruzeiro,Nautico,4,2,H
Avai,Flamengo,3,0,H
Santos,Internacional,3,3,D
Barueri,Corinthians,2,2,D
Botafogo-RJ,Cruzeiro,1,1,D
Coritiba,Avai,2,0,H
Flamengo,Santo Andre,3,0,H
Nautico,Athletico-PR,3,0,H
Sao Paulo,Palmeiras,0,0,D
Santos,Fluminense,2,0,H
Atletico-MG,Sport,1,1,D
Vitoria,Cruzeiro,3,3,D
Internacional,Goias,4,0,H
Botafogo-RJ,Gremio,3,3,D
Internacional,Atletico-MG,3,0,H
Corinthians,Santos,2,1,H
Palmeiras,Barueri,2,1,H
Gremio,Vitoria,1,1,D
Sport,Botafogo-RJ,2,1,H
Athletico-PR,Flamengo,0,0,D
Cruzeiro,Sao Paulo,1,2,A
Goias,Coritiba,2,2,D
Avai,Internacional,0,2,A
Fluminense,Nautico,1,1,D
Santo Andre,Atletico-MG,1,2,A
Sao Paulo,Avai,2,0,H
Flamengo,Sport,3,0,H
Santos,Santo Andre,1,0,H
Atletico-MG,Athletico-PR,2,1,H
Vitoria,Palmeiras,3,2,H
Internacional,Cruzeiro,2,3,A
Botafogo-RJ,Fluminense,0,0,D
Nautico,Gremio,0,2,A
Barueri,Goias,3,1,H
Coritiba,Corinthians,1,1,D
Athletico-PR,Sport,1,0,H
Vitoria,Internacional,2,0,H
Nautico,Atletico-MG,0,0,D
Gremio,Fluminense,5,1,H
Santo Andre,Sao Paulo,1,1,D
Avai,Barueri,4,0,H
Flamengo,Coritiba,3,0,H
Santos,Botafogo-RJ,0,0,D
Corinthians,Goias,1,4,A
Cruzeiro,Palmeiras,1,2,A
Palmeiras,Athletico-PR,2,1,H
Barueri,Cruzeiro,0,1,A
Internacional,Flamengo,0,0,D
Sao Paulo,Corinthians,1,1,D
Coritiba,Nautico,2,0,H
Goias,Gremio,2,1,H
Fluminense,Avai,3,2,H
Atletico-MG,Santos,3,1,H
Botafogo-RJ,Vitoria,1,3,A
Sport,Santo Andre,2,1,H
Nautico,Sao Paulo,1,2,A
Santo Andre,Vitoria,1,0,H
Corinthians,Athletico-PR,1,3,A
Atletico-MG,Barueri,2,1,H
Santos,Palmeiras,1,3,A
Gremio,Sport,3,3,D
Goias,Botafogo-RJ,1,3,A
Flamengo,Fluminense,2,0,H
Avai,Cruzeiro,2,2,D
Coritiba,Internacional,2,0,H
Sport,Santos,0,1,A
Barueri,Santo Andre,0,0,D
Athletico-PR,Gremio,0,0,D
Sao Paulo,Coritiba,2,2,D
Vitoria,Flamengo,3,3,D
Fluminense,Corinthians,1,1,D
Internacional,Nautico,3,1,H
Cruzeiro,Goias,3,0,H
Palmeiras,Avai,2,2,D
Botafogo-RJ,Atletico-MG,3,1,H
Corinthians,Gremio,2,1,H
Flamengo,Sao Paulo,2,1,H
Santo Andre,Fluminense,1,2,A
Internacional,Athletico-PR,1,1,D
Coritiba,Barueri,1,2,A
Santos,Vitoria,0,0,D
Atletico-MG,Cruzeiro,0,1,A
Goias,Sport,1,1,D
Nautico,Palmeiras,3,0,H
Botafogo-RJ,Avai,2,2,D
Barueri,Santos,0,0,D
Sao Paulo,Atletico-MG,0,1,A
Avai,Goias,2,1,H
Sport,Corinthians,2,0,H
Gremio,Coritiba,2,0,H
Fluminense,Internacional,2,2,D
Palmeiras,Flamengo,0,2,A
Athletico-PR,Santo Andre,3,0,H
Cruzeiro,Botafogo-RJ,1,0,H
Vitoria,Nautico,3,1,H
Santo Andre,Palmeiras,2,0,H
Atletico-MG,Vitoria,1,0,H
Nautico,Barueri,2,1,H
Santos,Sao Paulo,3,4,A
Internacional,Gremio,1,0,H
Coritiba,Athletico-PR,3,2,H
Goias,Fluminense,2,2,D
Corinthians,Cruzeiro,0,1,A
Avai,Sport,2,2,D
Botafogo-RJ,Flamengo,0,1,A
Athletico-PR,Santos,1,1,D
Botafogo-RJ,Nautico,1,0,H
Cruzeiro,Santo Andre,3,2,H
Gremio,Avai,3,1,H
Vitoria,Corinthians,0,1,A
Barueri,Flamengo,2,0,H
Sao Paulo,Internacional,1,0,H
Sport,Coritiba,1,1,D
Fluminense,Atletico-MG,2,1,H
Palmeiras,Goias,4,0,H
Flamengo,Santos,1,0,H
Avai,Athletico-PR,2,0,H
Sao Paulo,Barueri,1,0,H
Palmeiras,Corinthians,2,2,D
Internacional,Botafogo-RJ,0,1,A
Coritiba,Vitoria,1,0,H
Goias,Atletico-MG,2,3,A
Cruzeiro,Fluminense,2,3,A
Santo Andre,Gremio,2,0,H
Nautico,Sport,3,2,H
Gremio,Sao Paulo,1,1,D
Vitoria,Avai,0,1,A
Sport,Cruzeiro,2,3,A
Santos,Nautico,3,1,H
Fluminense,Palmeiras,1,0,H
Atletico-MG,Flamengo,1,3,A
Corinthians,Santo Andre,2,0,H
Barueri,Internacional,1,1,D
Botafogo-RJ,Coritiba,2,0,H
Athletico-PR,Goias,2,0,H
Palmeiras,Sport,2,2,D
Cruzeiro,Gremio,1,1,D
Sao Paulo,Vitoria,2,0,H
Coritiba,Atletico-MG,2,1,H
Nautico,Flamengo,0,2,A
Avai,Corinthians,3,1,H
Barueri,Botafogo-RJ,3,0,H
Fluminense,Athletico-PR,2,1,H
Goias,Santo Andre,3,1,H
Internacional,Santos,3,1,H
Gremio,Palmeiras,2,0,H
Corinthians,Nautico,2,3,A
Athletico-PR,Cruzeiro,1,1,D
Botafogo-RJ,Sao Paulo,3,2,H
Sport,Fluminense,0,3,A
Santo Andre,Avai,4,2,H
Santos,Coritiba,4,0,H
Vitoria,Barueri,2,1,H
Atletico-MG,Internacional,0,1,A
Flamengo,Goias,0,0,D
Goias,Sao Paulo,4,2,H
Corinthians,Flamengo,0,2,A
Palmeiras,Atletico-MG,3,1,H
Sport,Internacional,1,2,A
Gremio,Barueri,4,2,H
Avai,Santos,2,2,D
Cruzeiro,Coritiba,4,1,H
Santo Andre,Nautico,5,3,H
Athletico-PR,Botafogo-RJ,2,0,H
Fluminense,Vitoria,4,0,H
Atletico-MG,Corinthians,0,3,A
Nautico,Avai,0,1,A
Flamengo,Gremio,2,1,H
Botafogo-RJ,Palmeiras,2,1,H
Sao Paulo,Sport,4,0,H
Internacional,Santo Andre,4,1,H
Santos,Cruzeiro,1,2,A
Barueri,Athletico-PR,0,0,D
Vitoria,Goias,2,2,D
Coritiba,Fluminense,1,1,D
Botafogo-RJ,Santos,3,3,D
Atletico-GO,Gremio,0,0,D
Palmeiras,Vitoria,1,0,H
Flamengo,Sao Paulo,1,1,D
Atletico-MG,Vasco,2,1,H
Internacional,Cruzeiro,1,2,A
Corinthians,Athletico-PR,2,1,H
Ceara,Fluminense,1,0,H
Guarani,Goias,1,0,H
Avai,Gremio Prudente,6,1,H
Fluminense,Atletico-GO,1,0,H
Gremio Prudente,Atletico-MG,4,0,H
Vitoria,Flamengo,1,1,D
Santos,Ceara,1,1,D
Sao Paulo,Botafogo-RJ,1,2,A
Goias,Internacional,2,3,A
Gremio,Corinthians,1,2,A
Vasco,Palmeiras,0,0,D
Cruzeiro,Avai,2,2,D
Athletico-PR,Guarani,2,2,D
Botafogo-RJ,Goias,3,0,H
Atletico-GO,Santos,1,2,A
Palmeiras,Gremio,4,2,H
Atletico-MG,Athletico-PR,3,1,H
Internacional,Sao Paulo,0,2,A
Corinthians,Fluminense,1,0,H
Ceara,Vitoria,1,0,H
Flamengo,Gremio Prudente,3,1,H
Guarani,Cruzeiro,2,2,D
Avai,Vasco,2,0,H
Guarani,Sao Paulo,0,0,D
Atletico-MG,Fluminense,1,3,A
Internacional,Athletico-PR,4,1,H
Corinthians,Santos,4,2,H
Ceara,Cruzeiro,1,0,H
Botafogo-RJ,Vasco,1,1,D
Atletico-GO,Goias,1,3,A
Vitoria,Atletico-MG,4,3,H
Fluminense,Flamengo,2,1,H
Gremio,Avai,3,0,H
Sao Paulo,Palmeiras,1,0,H
Gremio Prudente,Corinthians,2,2,D
Santos,Guarani,3,1,H
Cruzeiro,Botafogo-RJ,1,0,H
Goias,Ceara,0,0,D
Vasco,Internacional,3,2,H
Athletico-PR,Atletico-GO,2,1,H
Avai,Vitoria,0,0,D
Flamengo,Gremio,1,1,D
Palmeiras,Gremio Prudente,0,0,D
Athletico-PR,Botafogo-RJ,3,2,H
Fluminense,Vitoria,2,1,H
Gremio Prudente,Atletico-GO,1,0,H
Ceara,Avai,2,0,H
Cruzeiro,Santos,0,0,D
Palmeiras,Flamengo,0,1,A
Goias,Sao Paulo,2,1,H
Gremio,Atletico-MG,2,1,H
Vasco,Guarani,0,1,A
Corinthians,Internacional,2,0,H
Avai,Fluminense,0,3,A
Flamengo,Goias,1,2,A
Vitoria,Athletico-PR,1,0,H
Sao Paulo,Gremio,3,1,H
Santos,Vasco,4,0,H
Atletico-MG,Ceara,0,1,A
Botafogo-RJ,Corinthians,2,2,D
Guarani,Gremio Prudente,1,0,H
Internacional,Palmeiras,1,1,D
Atletico-GO,Cruzeiro,2,1,H
Gremio,Vitoria,1,1,D
Athletico-PR,Cruzeiro,0,2,A
Sao Paulo,Avai,1,2,A
Flamengo,Botafogo-RJ,1,0,H
Ceara,Corinthians,0,0,D
Goias,Vasco,0,0,D
Guarani,Internacional,0,3,A
Palmeiras,Santos,2,1,H
Atletico-MG,Atletico-GO,3,2,H
Fluminense,Gremio Prudente,1,1,D
Vasco,Athletico-PR,3,1,H
Vitoria,Sao Paulo,3,2,H
Internacional,Ceara,2,1,H
Atletico-GO,Flamengo,0,1,A
Corinthians,Atletico-MG,1,0,H
Avai,Palmeiras,4,2,H
Santos,Fluminense,0,1,A
Cruzeiro,Goias,1,0,H
Botafogo-RJ,Guarani,1,1,D
Gremio Prudente,Gremio,2,0,H
Sao Paulo,Gremio Prudente,1,1,D
Atletico-MG,Internacional,1,2,A
Vitoria,Goias,2,2,D
Flamengo,Avai,1,1,D
Atletico-GO,Corinthians,3,1,H
Gremio,Vasco,1,1,D
Athletico-PR,Santos,2,0,H
Guarani,Ceara,1,1,D
Palmeiras,Botafogo-RJ,2,2,D
Fluminense,Cruzeiro,1,0,H
Vasco,Atletico-GO,2,0,H
Avai,Atletico-MG,0,0,D
Gremio Prudente,Vitoria,0,0,D
Santos,Sao Paulo,1,0,H
Cruzeiro,Gremio,2,2,D
Internacional,Flamengo,1,0,H
Goias,Athletico-PR,0,2,A
Ceara,Palmeiras,0,0,D
Corinthians,Guarani,3,1,H
Botafogo-RJ,Fluminense,1,1,D
Sao Paulo,Ceara,2,1,H
Fluminense,Athletico-PR,3,1,H
Atletico-GO,Guarani,1,1,D
Palmeiras,Corinthians,1,1,D
Vitoria,Botafogo-RJ,1,3,A
Internacional,Gremio,0,0,D
Avai,Goias,4,1,H
Atletico-MG,Cruzeiro,0,1,A
Flamengo,Vasco,0,0,D
Gremio Prudente,Santos,1,2,A
Botafogo-RJ,Atletico-MG,3,0,H
Guarani,Avai,4,1,H
Corinthians,Flamengo,1,0,H
Goias,Palmeiras,1,1,D
Ceara,Atletico-GO,0,0,D
Vasco,Vitoria,1,0,H
Cruzeiro,Gremio Prudente,0,0,D
Gremio,Fluminense,1,2,A
Athletico-PR,Sao Paulo,1,1,D
Flamengo,Ceara,1,0,H
Palmeiras,Athletico-PR,2,0,H
Atletico-GO,Botafogo-RJ,0,2,A
Atletico-MG,Guarani,3,1,H
Sao Paulo,Cruzeiro,2,2,D
Fluminense,Internacional,3,0,H
Gremio Prudente,Vasco,1,2,A
Avai,Corinthians,3,2,H
Vitoria,Santos,4,2,H
Gremio,Goias,2,0,H
Goias,Gremio Prudente,1,2,A
Ceara,Gremio,2,1,H
Botafogo-RJ,Avai,1,0,H
Santos,Atletico-MG,2,0,H
Internacional,Atletico-GO,1,1,D
Athletico-PR,Flamengo,1,0,H
Guarani,Palmeiras,0,0,D
Cruzeiro,Vitoria,0,1,A
Vasco,Fluminense,2,2,D
Corinthians,Sao Paulo,3,0,H
Goias,Fluminense,0,3,A
Botafogo-RJ,Ceara,1,0,H
Avai,Internacional,0,1,A
Gremio Prudente,Athletico-PR,0,1,A
Sao Paulo,Vasco,0,0,D
Cruzeiro,Corinthians,1,0,H
Gremio,Santos,1,2,A
Vitoria,Guarani,1,1,D
Flamengo,Atletico-MG,0,0,D
Palmeiras,Atletico-GO,0,3,A
Santos,Goias,2,0,H
Internacional,Botafogo-RJ,1,0,H
Vasco,Cruzeiro,1,1,D
Ceara,Gremio Prudente,2,2,D
Corinthians,Vitoria,2,1,H
Guarani,Flamengo,2,1,H
Atletico-MG,Palmeiras,1,2,A
Fluminense,Sao Paulo,2,2,D
Atletico-GO,Avai,2,2,D
Athletico-PR,Gremio,1,1,D
Gremio,Guarani,1,0,H
Vitoria,Internacional,0,0,D
Gremio Prudente,Botafogo-RJ,0,1,A
Goias,Atletico-MG,1,3,A
Cruzeiro,Flamengo,1,0,H
Athletico-PR,Ceara,2,1,H
Fluminense,Palmeiras,1,1,D
Santos,Avai,2,1,H
Sao Paulo,Atletico-GO,2,1,H
Ceara,Vasco,0,2,A
Corinthians,Goias,5,1,H
Botafogo-RJ,Gremio,2,2,D
Flamengo,Santos,0,0,D
Guarani,Fluminense,2,1,H
Palmeiras,Cruzeiro,2,3,A
Avai,Athletico-PR,0,1,A
Atletico-MG,Sao Paulo,2,3,A
Atletico-GO,Vitoria,4,1,H
Internacional,Gremio Prudente,2,0,H
Fluminense,Ceara,3,1,H
Cruzeiro,Internacional,1,0,H
Gremio,Atletico-GO,2,0,H
Goias,Guarani,3,1,H
Sao Paulo,Flamengo,2,0,H
Vitoria,Palmeiras,1,1,D
Athletico-PR,Corinthians,1,1,D
Santos,Botafogo-RJ,0,1,A
Vasco,Atletico-MG,1,1,D
Gremio Prudente,Avai,1,1,D
Flamengo,Vitoria,2,2,D
Corinthians,Gremio,0,1,A
Atletico-GO,Fluminense,2,1,H
Palmeiras,Vasco,0,0,D
Botafogo-RJ,Sao Paulo,2,0,H
Atletico-MG,Gremio Prudente,1,0,H
Avai,Cruzeiro,1,2,A
Guarani,Athletico-PR,1,0,H
Internacional,Goias,0,0,D
Ceara,Santos,2,1,H
Santos,Atletico-GO,4,2,H
Cruzeiro,Guarani,4,2,H
Goias,Botafogo-RJ,4,1,H
Athletico-PR,Atletico-MG,2,1,H
Fluminense,Corinthians,1,2,A
Gremio Prudente,Flamengo,1,2,A
Gremio,Palmeiras,1,2,A
Vitoria,Ceara,0,0,D
Sao Paulo,Internacional,1,3,A
Vasco,Avai,1,1,D
Corinthians,Gremio Prudente,3,0,H
Botafogo-RJ,Cruzeiro,2,2,D
Atletico-GO,Athletico-PR,1,2,A
Palmeiras,Sao Paulo,0,2,A
Guarani,Santos,0,0,D
Atletico-MG,Vitoria,2,3,A
Internacional,Vasco,1,0,H
Flamengo,Fluminense,3,3,D
Avai,Gremio,0,3,A
Ceara,Goias,1,1,D
Sao Paulo,Guarani,2,1,H
Gremio Prudente,Palmeiras,0,1,A
Cruzeiro,Ceara,2,0,H
Goias,Atletico-GO,1,3,A
Vasco,Botafogo-RJ,2,2,D
Athletico-PR,Internacional,1,0,H
Gremio,Flamengo,2,2,D
Santos,Corinthians,2,3,A
Fluminense,Atletico-MG,5,1,H
Vitoria,Avai,3,0,H
Santos,Cruzeiro,4,1,H
Sao Paulo,Goias,0,3,A
Guarani,Vasco,1,0,H
Atletico-GO,Gremio Prudente,3,0,H
Flamengo,Palmeiras,1,3,A
Internacional,Corinthians,3,2,H
Vitoria,Fluminense,1,2,A
Botafogo-RJ,Athletico-PR,1,1,D
Avai,Ceara,5,0,H
Atletico-MG,Gremio,1,2,A
Vasco,Santos,3,1,H
Goias,Flamengo,1,1,D
Palmeiras,Internacional,2,0,H
Gremio Prudente,Guarani,4,2,H
Cruzeiro,Atletico-GO,3,0,H
Athletico-PR,Vitoria,1,0,H
Fluminense,Avai,1,0,H
Gremio,Sao Paulo,4,2,H
Corinthians,Botafogo-RJ,1,1,D
Ceara,Atletico-MG,0,0,D
Vasco,Goias,3,2,H
Santos,Palmeiras,1,1,D
Corinthians,Ceara,2,2,D
Gremio Prudente,Fluminense,1,1,D
Vitoria,Gremio,0,3,A
Cruzeiro,Athletico-PR,0,0,D
Botafogo-RJ,Flamengo,1,1,D
Internacional,Guarani,3,0,H
Avai,Sao Paulo,0,0,D
Atletico-GO,Atletico-MG,2,3,A
Fluminense,Santos,0,3,A
Gremio,Gremio Prudente,4,0,H
Guarani,Botafogo-RJ,1,1,D
Ceara,Internacional,1,0,H
Athletico-PR,Vasco,0,0,D
Sao Paulo,Vitoria,2,0,H
Atletico-MG,Corinthians,2,1,H
Palmeiras,Avai,4,1,H
Goias,Cruzeiro,0,1,A
Flamengo,Atletico-GO,2,0,H
Santos,Athletico-PR,2,0,H
Gremio Prudente,Sao Paulo,2,3,A
Vasco,Gremio,3,3,D
Cruzeiro,Fluminense,1,0,H
Corinthians,Atletico-GO,3,4,A
Botafogo-RJ,Palmeiras,0,0,D
Goias,Vitoria,1,0,H
Avai,Flamengo,2,2,D
Ceara,Guarani,2,0,H
Internacional,Atletico-MG,1,0,H
Santos,Internacional,1,0,H
Vasco,Corinthians,2,0,H
Flamengo,Internacional,3,0,H
Athletico-PR,Goias,2,1,H
Atletico-MG,Avai,2,0,H
Guarani,Corinthians,0,0,D
Gremio,Cruzeiro,2,1,H
Atletico-GO,Vasco,2,0,H
Vitoria,Gremio Prudente,2,0,H
Fluminense,Botafogo-RJ,0,0,D
Sao Paulo,Santos,4,3,H
Palmeiras,Ceara,1,1,D
Botafogo-RJ,Vitoria,1,0,H
Guarani,Atletico-GO,0,1,A
Corinthians,Palmeiras,1,0,H
Ceara,Sao Paulo,2,0,H
Goias,Avai,1,0,H
Athletico-PR,Fluminense,2,2,D
Vasco,Flamengo,1,1,D
Santos,Gremio Prudente,2,3,A
Cruzeiro,Atletico-MG,3,4,A
Gremio,Internacional,2,2,D
Flamengo,Corinthians,1,1,D
Fluminense,Gremio,2,0,H
Sao Paulo,Athletico-PR,2,1,H
Atletico-GO,Ceara,1,1,D
Internacional,Santos,1,1,D
Vitoria,Vasco,4,2,H
Palmeiras,Goias,3,2,H
Gremio Prudente,Cruzeiro,0,2,A
Atletico-MG,Botafogo-RJ,0,2,A
Avai,Guarani,1,0,H
Santos,Vitoria,1,1,D
Internacional,Fluminense,0,0,D
Botafogo-RJ,Atletico-GO,3,2,H
Guarani,Atletico-MG,0,0,D
Goias,Gremio,0,2,A
Cruzeiro,Sao Paulo,0,2,A
Corinthians,Avai,4,0,H
Ceara,Flamengo,2,2,D
Vasco,Gremio Prudente,2,1,H
Athletico-PR,Palmeiras,1,0,H
Atletico-MG,Santos,2,2,D
Gremio,Ceara,5,1,H
Atletico-GO,Internacional,2,2,D
Sao Paulo,Corinthians,0,2,A
Gremio Prudente,Goias,4,1,H
Vitoria,Cruzeiro,0,1,A
Avai,Botafogo-RJ,0,0,D
Fluminense,Vasco,1,0,H
Palmeiras,Guarani,1,0,H
Flamengo,Athletico-PR,0,1,A
Ceara,Botafogo-RJ,2,2,D
Corinthians,Cruzeiro,1,0,H
Santos,Gremio,0,0,D
Atletico-MG,Flamengo,4,1,H
Fluminense,Goias,1,1,D
Internacional,Avai,2,3,A
Atletico-GO,Palmeiras,3,0,H
Guarani,Vitoria,1,1,D
Vasco,Sao Paulo,1,1,D
Athletico-PR,Gremio Prudente,2,1,H
Gremio,Athletico-PR,3,1,H
Flamengo,Guarani,2,1,H
Gremio Prudente,Ceara,1,1,D
Sao Paulo,Fluminense,1,4,A
Botafogo-RJ,Internacional,1,2,A
Palmeiras,Atletico-MG,0,2,A
Vitoria,Corinthians,1,1,D
Cruzeiro,Vasco,3,1,H
Avai,Atletico-GO,3,0,H
Goias,Santos,1,4,A
Palmeiras,Fluminense,1,2,A
Corinthians,Vasco,2,0,H
Flamengo,Cruzeiro,1,2,A
Botafogo-RJ,Gremio Prudente,3,1,H
Ceara,Athletico-PR,1,1,D
Guarani,Gremio,0,3,A
Atletico-MG,Goias,3,1,H
Internacional,Vitoria,1,1,D
Atletico-GO,Sao Paulo,1,1,D
Avai,Santos,3,2,H
Gremio Prudente,Internacional,0,3,A
Fluminense,Guarani,1,0,H
Cruzeiro,Palmeiras,2,1,H
Goias,Corinthians,1,1,D
Gremio,Botafogo-RJ,3,0,H
Vasco,Ceara,2,0,H
Santos,Flamengo,0,0,D
Sao Paulo,Atletico-MG,4,0,H
Athletico-PR,Avai,1,0,H
Vitoria,Atletico-GO,0,0,D
Atletico-MG,Athletico-PR,3,0,H
Flamengo,Avai,4,0,H
Ceara,Vasco,1,3,A
Santos,Internacional,1,1,D
Palmeiras,Botafogo-RJ,1,0,H
Gremio,Corinthians,1,2,A
Coritiba,Atletico-GO,0,1,A
Figueirense,Cruzeiro,1,0,H
Fluminense,Sao Paulo,0,2,A
America-MG,Bahia,2,1,H
Internacional,Ceara,0,1,A
Botafogo-RJ,Santos,1,0,H
Avai,Atletico-MG,1,3,A
Sao Paulo,Figueirense,1,0,H
Corinthians,Coritiba,2,1,H
Bahia,Flamengo,3,3,D
Athletico-PR,Gremio,0,1,A
Cruzeiro,Palmeiras,1,1,D
Vasco,America-MG,3,0,H
Atletico-GO,Fluminense,0,1,A
Palmeiras,Athletico-PR,1,0,H
Ceara,Botafogo-RJ,2,2,D
Fluminense,Cruzeiro,2,1,H
Figueirense,Atletico-GO,2,0,H
Flamengo,Corinthians,1,1,D
Gremio,Bahia,2,0,H
Coritiba,Vasco,5,1,H
America-MG,Internacional,2,4,A
Santos,Avai,3,1,H
Atletico-MG,Sao Paulo,0,1,A
Cruzeiro,Santos,1,1,D
Avai,America-MG,2,2,D
Sao Paulo,Gremio,3,1,H
Vasco,Figueirense,1,1,D
Internacional,Palmeiras,2,2,D
Corinthians,Fluminense,2,0,H
Bahia,Atletico-MG,1,1,D
Atletico-GO,Ceara,4,1,H
Botafogo-RJ,Coritiba,3,1,H
Athletico-PR,Flamengo,1,1,D
Fluminense,Bahia,0,1,A
America-MG,Cruzeiro,1,1,D
Palmeiras,Avai,5,0,H
Gremio,Vasco,1,1,D
Figueirense,Athletico-PR,2,0,H
Ceara,Sao Paulo,0,2,A
Flamengo,Botafogo-RJ,0,0,D
Coritiba,Internacional,1,1,D
Atletico-MG,Atletico-GO,2,2,D
Flamengo,Atletico-MG,4,1,H
Athletico-PR,Bahia,0,2,A
Cruzeiro,Coritiba,2,1,H
Avai,Fluminense,0,1,A
Corinthians,Sao Paulo,5,0,H
Botafogo-RJ,Gremio,2,1,H
Ceara,Palmeiras,2,0,H
Internacional,Figueirense,4,1,H
Atletico-GO,Vasco,0,1,A
Vasco,Cruzeiro,0,3,A
Gremio,Avai,2,2,D
America-MG,Flamengo,2,3,A
Figueirense,Santos,2,1,H
Bahia,Corinthians,0,1,A
Sao Paulo,Botafogo-RJ,0,2,A
Palmeiras,Atletico-GO,2,0,H
Coritiba,Ceara,3,1,H
Fluminense,Athletico-PR,3,1,H
Atletico-MG,Internacional,0,4,A
Santos,America-MG,1,0,H
Internacional,Athletico-PR,1,0,H
Cruzeiro,Gremio,2,0,H
Avai,Bahia,2,2,D
Corinthians,Vasco,2,1,H
Ceara,Atletico-MG,3,0,H
Flamengo,Sao Paulo,1,0,H
Botafogo-RJ,Atletico-GO,1,1,D
Coritiba,Figueirense,3,0,H
America-MG,Palmeiras,1,1,D
Vasco,Internacional,2,0,H
Sao Paulo,Cruzeiro,2,1,H
Athletico-PR,Avai,0,0,D
Fluminense,Flamengo,0,1,A
Gremio,Coritiba,2,0,H
Bahia,Botafogo-RJ,1,1,D
Atletico-GO,Corinthians,0,1,A
Figueirense,Ceara,1,1,D
Palmeiras,Santos,3,0,H
Atletico-MG,America-MG,2,0,H
Corinthians,Internacional,1,0,H
Vasco,Athletico-PR,2,1,H
Coritiba,Fluminense,3,1,H
Atletico-GO,Avai,0,1,A
Santos,Atletico-MG,2,1,H
Ceara,America-MG,4,0,H
Internacional,Sao Paulo,0,3,A
Cruzeiro,Bahia,2,1,H
Palmeiras,Flamengo,0,0,D
